URL,Owner,Name,Description,Categories,Use Cases,Tags,Last Updated,Downloads,Gated
https://huggingface.co/datasets/Baidicoot/anthropic_hh_golden_llama,Baidicoot,anthropic_hh_golden_llama,,Preference Data,General NLP,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-01T01:30:42.000Z,4,No
https://huggingface.co/datasets/Baidicoot/anthropic_hh_golden_mistral,Baidicoot,anthropic_hh_golden_mistral,,Preference Data,General NLP,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-01T01:29:29.000Z,5,No
https://huggingface.co/datasets/BramVanroy/ultrachat_200k_dutch,BramVanroy,ultrachat_200k_dutch,,"SFT, Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","task_categories:text-generation, language:nl, license:apache-2.0, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2024-12-06T08:21:38.000Z,124,No
https://huggingface.co/datasets/ChanceFocus/flare-es-instruction-tuning,ChanceFocus,flare-es-instruction-tuning,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-11-10T11:24:33.000Z,12,No
https://huggingface.co/datasets/Charles95/tldr-preference-sft-trl-style,Charles95,tldr-preference-sft-trl-style,,"SFT, Preference Data","LLM Alignment, Preference Optimization","language:en, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-13T08:23:57.000Z,13,No
https://huggingface.co/datasets/Dahoas/full-hh-rlhf,Dahoas,full-hh-rlhf,,"RLHF, Preference Data",LLM Alignment,"size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-02-23T17:29:46.000Z,747,No
https://huggingface.co/datasets/Dahoas/sft_instruct_helpful_preferences,Dahoas,sft_instruct_helpful_preferences,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-03-01T22:35:39.000Z,8,No
https://huggingface.co/datasets/DatPySci/Llama-3.1-8B-rm-anthropic-hh,DatPySci,Llama-3.1-8B-rm-anthropic-hh,,Preference Data,General NLP,"size_categories:100K<n<1M, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-10T14:17:43.000Z,82,No
https://huggingface.co/datasets/DatPySci/gpt2_dpo_anthropic_hh_pref,DatPySci,gpt2_dpo_anthropic_hh_pref,,"DPO, Preference Data",Preference Optimization,"size_categories:100K<n<1M, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-12-28T09:41:59.000Z,61,No
https://huggingface.co/datasets/DeepNLP/Human-Preferences-Alignment-KTO-Dataset-AI-Services-Genuine-User-Reviews,DeepNLP,Human-Preferences-Alignment-KTO-Dataset-AI-Services-Genuine-User-Reviews,,"Preference Data, Alignment","LLM Alignment, Preference Optimization","license:mit, size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, arxiv:2203.02155, region:us",2024-10-29T12:26:18.000Z,79,No
https://huggingface.co/datasets/EpistemeAI/processed_dolphin_sft_v0.1_preference,EpistemeAI,processed_dolphin_sft_v0.1_preference,,"SFT, Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-09T04:24:46.000Z,4,Yes
https://huggingface.co/datasets/Fredithefish/Instruction-Tuning-with-GPT-4-RedPajama-Chat,Fredithefish,Instruction-Tuning-with-GPT-4-RedPajama-Chat,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","task_categories:question-answering, language:en, license:cc, size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-05-17T11:31:57.000Z,169,No
https://huggingface.co/datasets/FreedomIntelligence/Arabic-preference-data-RLHF,FreedomIntelligence,Arabic-preference-data-RLHF,,"RLHF, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-09-21T09:13:49.000Z,31,No
https://huggingface.co/datasets/HiTZ/alpaca_mt,HiTZ,alpaca_mt,,"Instruction Tuning, Chat/Conversation",Instruction Following,"task_categories:text-generation, task_ids:dialogue-modeling, annotations_creators:no-annotation, language_creators:machine-generated, multilinguality:multilingual, multilinguality:translation, source_datasets:tatsu-lab/alpaca, language:en, language:pt, language:es",2023-04-07T15:15:55.000Z,60,No
https://huggingface.co/datasets/HuggingFaceH4/h4-tests-format-dpo-dataset,HuggingFaceH4,h4-tests-format-dpo-dataset,,"DPO, Preference Data",Preference Optimization,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-10T13:45:22.000Z,8,No
https://huggingface.co/datasets/HuggingFaceH4/h4-tests-format-sft-dataset,HuggingFaceH4,h4-tests-format-sft-dataset,,"SFT, Chat/Conversation",Chatbot Training,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-07T12:10:38.000Z,11,No
https://huggingface.co/datasets/HuggingFaceH4/ultrachat_200k,HuggingFaceH4,ultrachat_200k,,"SFT, Chat/Conversation",Chatbot Training,"task_categories:text-generation, language:en, license:mit, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2024-10-16T11:52:27.000Z,65455,No
https://huggingface.co/datasets/IndonesiaAI/dpo-dataset,IndonesiaAI,dpo-dataset,,"DPO, Preference Data",Preference Optimization,"size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2023-12-08T08:49:52.000Z,626,No
https://huggingface.co/datasets/JamesSpray/dataset_antrophic_hh_rlhf_model_alternating,JamesSpray,dataset_antrophic_hh_rlhf_model_alternating,,"RLHF, Preference Data",LLM Alignment,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-01T10:27:09.000Z,2,No
https://huggingface.co/datasets/JamesSpray/dpo_dataset_hh,JamesSpray,dpo_dataset_hh,,"DPO, Preference Data",Preference Optimization,"language:en, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-07-14T13:25:50.000Z,36,No
https://huggingface.co/datasets/Jessiecs/7374-assignment4-question2_dataset_for_DPO,Jessiecs,7374-assignment4-question2_dataset_for_DPO,,"DPO, Preference Data, Instruction Tuning","Instruction Following, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-07T23:42:27.000Z,5,No
https://huggingface.co/datasets/Joyqiuyue/lima-preference_dataset-2,Joyqiuyue,lima-preference_dataset-2,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-08T20:56:03.000Z,4,No
https://huggingface.co/datasets/Joyqiuyue/lima_preference_dataset,Joyqiuyue,lima_preference_dataset,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-09T09:42:50.000Z,3,Yes
https://huggingface.co/datasets/Junrulu/Prompt_Preference_Dataset,Junrulu,Prompt_Preference_Dataset,,Preference Data,"LLM Alignment, Preference Optimization","license:mit, size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-02-19T03:26:35.000Z,23,No
https://huggingface.co/datasets/KaggleMasterX/dpo_dataset_complete,KaggleMasterX,dpo_dataset_complete,,"DPO, Preference Data",Preference Optimization,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-13T20:22:33.000Z,4,No
https://huggingface.co/datasets/KoladeOdunope/RLHF_Dataset,KoladeOdunope,RLHF_Dataset,,"RLHF, Preference Data",LLM Alignment,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-21T20:23:19.000Z,4,No
https://huggingface.co/datasets/Kyleyee/train_data_Helpful_drdpo_preference_7b_sft_1e,Kyleyee,train_data_Helpful_drdpo_preference_7b_sft_1e,,"DPO, SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-06-08T11:36:32.000Z,23,No
https://huggingface.co/datasets/LRudL/anthropic_hh_modified,LRudL,anthropic_hh_modified,,Preference Data,General NLP,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-03-21T15:45:19.000Z,9,No
https://huggingface.co/datasets/Mervyn999/distilabel-instruction-to-preference-dataset,Mervyn999,distilabel-instruction-to-preference-dataset,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, library:distilabel, region:us, synthetic",2024-05-01T11:05:51.000Z,8,No
https://huggingface.co/datasets/Mervyn999/platypus-instruction-to-preference-dataset,Mervyn999,platypus-instruction-to-preference-dataset,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, library:distilabel, region:us, synthetic",2024-05-01T09:44:03.000Z,8,No
https://huggingface.co/datasets/Mitsuki-Sakamoto/fdpo-preference-dataset,Mitsuki-Sakamoto,fdpo-preference-dataset,,"DPO, Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","license:cc-by-nc-4.0, size_categories:100K<n<1M, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-16T01:44:46.000Z,7,Yes
https://huggingface.co/datasets/MoeReward/combined_preference_dataset_olmoe_sft,MoeReward,combined_preference_dataset_olmoe_sft,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-25T00:46:58.000Z,2,No
https://huggingface.co/datasets/MoeReward/combined_preference_dataset_qwen2.5_sft,MoeReward,combined_preference_dataset_qwen2.5_sft,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-26T20:46:11.000Z,2,No
https://huggingface.co/datasets/MoeReward/combined_preference_dataset_qwen2.5_sft_alpaca_heavy,MoeReward,combined_preference_dataset_qwen2.5_sft_alpaca_heavy,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-27T01:44:57.000Z,2,No
https://huggingface.co/datasets/MoeReward/combined_preference_dataset_qwen2.5_sft_coding_heavy,MoeReward,combined_preference_dataset_qwen2.5_sft_coding_heavy,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-27T01:44:25.000Z,3,No
https://huggingface.co/datasets/MoeReward/combined_preference_dataset_qwen2.5_sft_equal_dist,MoeReward,combined_preference_dataset_qwen2.5_sft_equal_dist,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-27T01:43:55.000Z,2,No
https://huggingface.co/datasets/MoeReward/combined_preference_dataset_qwen2.5_sft_math_heavy,MoeReward,combined_preference_dataset_qwen2.5_sft_math_heavy,,"SFT, Preference Data","LLM Alignment, Reasoning/Code, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-27T01:44:11.000Z,4,No
https://huggingface.co/datasets/MoeReward/combined_preference_dataset_qwen2.5_sft_qa_heavy,MoeReward,combined_preference_dataset_qwen2.5_sft_qa_heavy,,"SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-27T01:44:41.000Z,5,No
https://huggingface.co/datasets/PKU-Alignment/processed-hh-rlhf,PKU-Alignment,processed-hh-rlhf,,"RLHF, Preference Data, Alignment, Chat/Conversation","LLM Alignment, Chatbot Training, Preference Optimization","language:en, license:mit, size_categories:100K<n<1M, format:json, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2023-11-24T13:45:12.000Z,117,No
https://huggingface.co/datasets/Palash123/dpo_anthropic_hh_rlhf,Palash123,dpo_anthropic_hh_rlhf,,"DPO, RLHF, Preference Data","LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-04T07:17:50.000Z,10,No
https://huggingface.co/datasets/RENREN6/lima-preference-dataset,RENREN6,lima-preference-dataset,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-08T01:56:37.000Z,4,No
https://huggingface.co/datasets/RENREN6/lima-preference-dataset-v2,RENREN6,lima-preference-dataset-v2,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-09T02:14:33.000Z,3,No
https://huggingface.co/datasets/RLHFlow/pair-preference-dataset-mix1,RLHFlow,pair-preference-dataset-mix1,,"RLHF, Preference Data","LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-05-06T11:05:27.000Z,47,No
https://huggingface.co/datasets/RLHFlow/pair_preference_model_dataset,RLHFlow,pair_preference_model_dataset,,"RLHF, Preference Data","LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-04-20T15:44:16.000Z,99,No
https://huggingface.co/datasets/Rapidata/Flux_SD3_MJ_Dalle_Human_Alignment_Dataset,Rapidata,Flux_SD3_MJ_Dalle_Human_Alignment_Dataset,,"RLHF, Preference Data, Alignment","LLM Alignment, Preference Optimization","task_categories:text-to-image, task_categories:image-to-image, task_categories:image-to-text, task_categories:image-classification, task_categories:reinforcement-learning, language:en, license:cdla-permissive-2.0, size_categories:10K<n<100K, format:parquet, modality:image",2025-01-10T22:01:34.000Z,635,No
https://huggingface.co/datasets/Rijgersberg/ultrachat_10k_nl,Rijgersberg,ultrachat_10k_nl,,"SFT, Chat/Conversation",Chatbot Training,"task_categories:text-generation, language:nl, language:en, license:cc-by-nc-4.0, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant",2023-12-15T15:26:58.000Z,42,No
https://huggingface.co/datasets/SAGI-1/Greetings_DPO_dataset_V1,SAGI-1,Greetings_DPO_dataset_V1,,"DPO, Preference Data",Preference Optimization,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-18T14:26:17.000Z,95,No
https://huggingface.co/datasets/SeppeV/rated_jokes_dataset_from_jester_rlhf_format,SeppeV,rated_jokes_dataset_from_jester_rlhf_format,,"RLHF, Preference Data",LLM Alignment,"size_categories:1M<n<10M, format:parquet, modality:tabular, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-10-07T15:09:32.000Z,5,No
https://huggingface.co/datasets/SeppeV/rated_jokes_dataset_from_jester_rlhf_format_with_reasoning,SeppeV,rated_jokes_dataset_from_jester_rlhf_format_with_reasoning,,"RLHF, Preference Data","LLM Alignment, Reasoning/Code","size_categories:1M<n<10M, format:parquet, modality:tabular, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-11-14T15:50:32.000Z,189,No
https://huggingface.co/datasets/SeppeV/test_a_freq_preference_model_trained_on_1pc_data_sft_dpo,SeppeV,test_a_freq_preference_model_trained_on_1pc_data_sft_dpo,,"DPO, SFT, Preference Data","LLM Alignment, Preference Optimization","size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-10-12T10:20:35.000Z,5,No
https://huggingface.co/datasets/ShenaoZ/0.0001_sft_nodpo_3iters_bs256_555lr_dataset,ShenaoZ,0.0001_sft_nodpo_3iters_bs256_555lr_dataset,,"DPO, SFT, Preference Data",Preference Optimization,"size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-05-06T10:54:32.000Z,236,No
https://huggingface.co/datasets/ShenaoZ/0.0001_sft_nodpo_4iters_bs256_555lr_dataset,ShenaoZ,0.0001_sft_nodpo_4iters_bs256_555lr_dataset,,"DPO, SFT, Preference Data",Preference Optimization,"size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-05-07T06:25:13.000Z,6,No
https://huggingface.co/datasets/SoftAge-AI/sft-conversational_dataset,SoftAge-AI,sft-conversational_dataset,,"SFT, Chat/Conversation",Chatbot Training,"task_categories:question-answering, language:en, license:mit, size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-03-06T11:00:11.000Z,27,Yes
https://huggingface.co/datasets/TaylorAI/RLCD-generated-preference-data,TaylorAI,RLCD-generated-preference-data,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-08-29T05:19:38.000Z,21,No
https://huggingface.co/datasets/TaylorAI/RLCD-generated-preference-data-split,TaylorAI,RLCD-generated-preference-data-split,,"Preference Data, Instruction Tuning","LLM Alignment, Instruction Following, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-08-30T20:16:20.000Z,26,No
https://huggingface.co/datasets/TheFinAI/flare-es-instruction-tuning,TheFinAI,flare-es-instruction-tuning,,"Instruction Tuning, Chat/Conversation","Instruction Following, Chatbot Training","size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-03-04T09:18:11.000Z,34,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-27T10:53:48.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_0p2,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_0p2,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-02T15:28:07.000Z,4,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_new,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_new,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-09T17:12:07.000Z,566,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-09-01T15:20:04.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_0to500k,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_0to500k,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-31T20:15:46.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_1mto1p5m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_1mto1p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-31T20:17:00.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_1p5mto2m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_1p5mto2m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-31T23:28:06.000Z,6,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_2mto2p5m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_2mto2p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-31T23:29:04.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_2p5mto3m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_2p5mto3m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-01T16:54:18.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_3mto3p5m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_3mto3p5m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-02T03:25:09.000Z,5,No
https://huggingface.co/datasets/TianqiLiuAI/pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_3p5mto4m,TianqiLiuAI,pair_preference_model_dataset_add_prefix_to_win_rate0.1_rrm_post_inference_3p5mto4m,,Preference Data,"LLM Alignment, Preference Optimization","size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-02T03:24:15.000Z,5,No
